dataset_name,agglomerative_clustering_rand_score,agglomerative_clustering_time,dataset_name2,nn_linkage_clustering_rand_score,nn_linkage_clustering_time
segment.arff,0.39762353108883935,0.10524673461914062,segment.arff,0.39762353108883935,30.052794790267946
glass.arff,0.5822924971210913,0.0021787643432617187,glass.arff,0.5822924971210913,0.2160153865814209
ecoli.arff,0.8463397299218196,0.0028374195098876953,ecoli.arff,0.8463397299218196,0.45566601753234864
vowel.arff,0.8304255905873703,0.012201595306396484,vowel.arff,0.8304255905873703,5.112557983398437
dermatology.arff,0.6754098360655738,0.0037031650543212892,dermatology.arff,0.687692192529381,1.4127818107604981
vehicle.arff,0.6153426497125352,0.012615346908569336,vehicle.arff,0.6153426497125352,4.630885648727417
wisc.arff,0.5841911867829794,0.004099225997924805,wisc.arff,0.7707217188858657,0.9592154026031494
zoo.arff,0.8468731735827003,0.0013330936431884765,zoo.arff,0.8468731735827003,0.02742733955383301
iris.arff,0.8322616717920045,0.001569366455078125,iris.arff,0.8322616717920045,0.08228049278259278
arrhythmia.arff,0.6036340089869121,0.015005016326904297,arrhythmia.arff,0.6036340089869121,13.239050054550171
thy.arff,0.663855683547055,0.0019351959228515625,thy.arff,0.663855683547055,0.1734492301940918
sonar.arff,0.4977703455964326,0.0025638580322265626,sonar.arff,0.4977703455964326,0.7245257377624512
heart-statlog.arff,0.5035384827206388,0.0026151657104492186,heart-statlog.arff,0.5035384827206388,0.40250706672668457
iono.arff,0.5698894801473599,0.003974390029907226,iono.arff,0.5698894801473599,1.2752023696899415
