dataset_name,agglomerative_clustering_rand_score,agglomerative_clustering_time,dataset_name2,nn_linkage_clustering_rand_score,nn_linkage_clustering_time
segment.arff,0.1472605999572346,0.04830470085144043,segment.arff,0.1472605999572346,40.420411825180054
glass.arff,0.2964833023297015,0.0015367507934570313,glass.arff,0.2964833023297015,0.33547229766845704
ecoli.arff,0.33015280739161335,0.0021889209747314453,ecoli.arff,0.33015280739161335,0.7555948734283447
vowel.arff,0.7416674326684438,0.009732389450073242,vowel.arff,0.7416674326684438,7.628060817718506
dermatology.arff,0.22432816827606858,0.004361772537231445,dermatology.arff,0.22432816827606858,1.7880999565124511
vehicle.arff,0.2592779106690727,0.009602737426757813,vehicle.arff,0.2592779106690727,6.5850889682769775
wisc.arff,0.49920058343384477,0.002930307388305664,wisc.arff,0.49920058343384477,1.5075955867767334
zoo.arff,0.7638807714786674,0.0011982917785644531,zoo.arff,0.7638807714786674,0.03638153076171875
iris.arff,0.7722486254775883,0.0012696266174316406,iris.arff,0.7722486254775883,0.13867173194885254
arrhythmia.arff,0.38458293271589195,0.030191326141357423,arrhythmia.arff,0.38458293271589195,13.738313627243041
thy.arff,0.5441425777004999,0.001562023162841797,thy.arff,0.5441425777004999,0.29566497802734376
sonar.arff,0.5005574136008919,0.0025768280029296875,sonar.arff,0.5005574136008919,0.8338014602661132
heart-statlog.arff,0.5035384827206388,0.0019084453582763673,heart-statlog.arff,0.5035384827206388,0.5891831874847412
iono.arff,0.5411543184609087,0.0036855697631835937,iono.arff,0.5411543184609087,1.5914419174194336
